"study","SID","CE_attitudes","IAF_autonomous","IAF_controlled","politics_party","vote_intention_register","vote_intention_vote","vote_motive_autonomous","vote_motive_controlled","behavior_voting","CE_checklist","already_voted","autonomous_identified","autonomous_integrated","autonomous_intrinsic","controlled_external","controlled_introjected"
"2022_general1","gotv_2022_prolific_within_s212",2.75,5,2.4,3,6,6,6,2.5,NA,5,0,"7","7","4","2","3"
"2022_general1","gotv_2022_prolific_within_s213",6.75,4.6,4,1,7,7,6.66666666666667,6.5,NA,9,0,"7","7","6","6","7"
"2022_general1","gotv_2022_prolific_within_s214",6,4.4,1.2,1,8,7,5,4,NA,6,1,"7","7","1","1","7"
"2022_general1","gotv_2022_prolific_within_s215",5.375,4,1.4,1,8,7,3,2,NA,7,0,"5","3","1","1","3"
"2022_general1","gotv_2022_prolific_within_s216",6.125,4.2,2,1,8,7,5.66666666666667,2,NA,7,0,"7","6","4","1","3"
"2022_general1","gotv_2022_prolific_within_s217",5.625,5,1.4,1,7,7,6,6,NA,6,0,"7","7","4","5","7"
"2022_general1","gotv_2022_prolific_within_s218",6,4.4,1,5,3,3,3.66666666666667,1,NA,4,0,"3","7","1","1","1"
"2022_general1","gotv_2022_prolific_within_s219",4.125,3.8,1.4,1,8,7,4.66666666666667,2,NA,1,0,"7","5","2","1","3"
"2022_general1","gotv_2022_prolific_within_s220",4,2.6,2.4,4,8,7,3.33333333333333,3,NA,5,0,"4","4","2","4","2"
"2022_general1","gotv_2022_prolific_within_s221",4.125,3.4,1.8,4,8,4,2.66666666666667,1.5,NA,3,0,"3","3","2","1","2"
"2022_general1","gotv_2022_prolific_within_s222",5.25,5,2.2,1,8,7,5,1.5,NA,3,1,"7","7","1","1","2"
"2022_general1","gotv_2022_prolific_within_s223",6.5,4.6,2.8,2,8,7,6.66666666666667,4,NA,2,1,"7","7","6","2","6"
"2022_general1","gotv_2022_prolific_within_s224",5.625,5,1,2,7,7,5,1,NA,1,0,"7","7","1","1","1"
"2022_general1","gotv_2022_prolific_within_s225",5.375,4.8,1,3,8,7,5,2,NA,4,0,"7","7","1","1","3"
"2022_general1","gotv_2022_prolific_within_s226",5,3,1.8,5,8,7,5,3.5,NA,3,0,"6","5","4","1","6"
"2022_general1","gotv_2022_prolific_within_s227",3.25,2.8,2.2,6,8,4,1,1,NA,5,0,"1","1","1","1","1"
"2022_general1","gotv_2022_prolific_within_s228",5.25,3.4,1.6,1,8,7,3.33333333333333,1.5,NA,0,0,"7","2","1","1","2"
"2022_general1","gotv_2022_prolific_within_s229",6.5,4.4,2,1,8,7,5,2,NA,2,0,"7","7","1","1","3"
"2022_general1","gotv_2022_prolific_within_s230",4.625,3.2,2.6,2,6,7,5.33333333333333,2.5,NA,1,0,"7","5","4","1","4"
"2022_general1","gotv_2022_prolific_within_s231",5.75,4.6,3.2,5,8,7,5.33333333333333,3.5,NA,4,0,"6","7","3","1","6"
"2022_general1","gotv_2022_prolific_within_s232",5.625,4.2,2.6,5,8,7,4.33333333333333,2,NA,7,1,"6","5","2","1","3"
"2022_general1","gotv_2022_prolific_within_s233",4.625,3.6,2.4,2,8,6,4.33333333333333,1,NA,4,0,"5","5","3","1","1"
"2022_general1","gotv_2022_prolific_within_s234",6.375,3.4,2.2,1,7,7,5,4,NA,8,0,"7","7","1","1","7"
"2022_general1","gotv_2022_prolific_within_s235",4.375,4,1.8,1,8,7,3.66666666666667,1,NA,4,0,"7","3","1","1","1"
"2022_general1","gotv_2022_prolific_within_s236",5.375,4.4,3,3,8,7,5.66666666666667,2.5,NA,5,1,"7","6","4","2","3"
"2022_general1","gotv_2022_prolific_within_s237",3.125,4.2,3.6,5,8,7,6,1.5,NA,4,1,"7","7","4","1","2"
"2022_general1","gotv_2022_prolific_within_s238",3.875,4,2.2,7,8,4,2,1.5,NA,2,0,"3","2","1","1","2"
"2022_general1","gotv_2022_prolific_within_s239",5.625,3.8,2.2,5,8,6,3.33333333333333,1.5,NA,6,0,"5","4","1","1","2"
"2022_general1","gotv_2022_prolific_within_s240",4.625,1.6,1.6,4,8,4,3.66666666666667,2.5,NA,1,0,"5","3","3","4","1"
"2022_general1","gotv_2022_prolific_within_s241",4.75,4,4,1,8,7,5,4,NA,0,0,"5","5","5","5","3"
"2022_general1","gotv_2022_prolific_within_s242",5,2.8,2,1,6,6,4.33333333333333,1,NA,4,0,"6","6","1","1","1"
"2022_general1","gotv_2022_prolific_within_s243",5.375,4,2.8,NA,8,7,6,4,NA,8,1,"7","7","4","1","7"
"2022_general1","gotv_2022_prolific_within_s244",4.5,3.8,1.8,2,7,7,4.33333333333333,1,NA,3,0,"7","5","1","1","1"
"2022_general1","gotv_2022_prolific_within_s245",6.875,4.2,2.6,1,8,7,6.33333333333333,3,NA,6,1,"7","7","5","1","5"
"2022_general1","gotv_2022_prolific_within_s246",7,5,1.6,3,8,6,6.66666666666667,3.5,NA,2,0,"7","7","6","1","6"
"2022_general1","gotv_2022_prolific_within_s247",2.875,3.4,1.6,1,8,7,6.66666666666667,2,NA,3,0,"7","7","6","1","3"
"2022_general1","gotv_2022_prolific_within_s248",5.5,4.6,2.2,7,7,7,6.33333333333333,4,NA,4,0,"7","6","6","6","2"
"2022_general1","gotv_2022_prolific_within_s249",5.75,4,3.2,2,8,7,5.33333333333333,3,NA,6,0,"7","7","2","1","5"
"2022_general1","gotv_2022_prolific_within_s250",5.875,4.2,2.6,4,8,7,4.33333333333333,4.5,NA,8,0,"6","6","1","3","6"
"2022_general1","gotv_2022_prolific_within_s251",6.25,4.4,1.6,1,8,7,7,3.5,NA,7,0,"7","7","7","1","6"
"2022_general1","gotv_2022_prolific_within_s252",5.5,4,1,1,8,7,5,1,NA,5,0,"7","7","1","1","1"
"2022_general1","gotv_2022_prolific_within_s253",6.5,4,2.4,1,8,7,5,3.5,NA,4,0,"6","6","3","1","6"
"2022_general1","gotv_2022_prolific_within_s254",7,4.8,1.8,2,8,7,5,2,NA,13,0,"7","7","1","1","3"
"2022_general1","gotv_2022_prolific_within_s255",4.375,3.8,2,4,8,7,2.33333333333333,1,NA,2,0,"3","3","1","1","1"
"2022_general1","gotv_2022_prolific_within_s256",4.25,5,1.6,NA,8,7,6,1,NA,9,0,"7","7","4","1","1"
"2022_general1","gotv_2022_prolific_within_s257",6.625,3.6,1.8,4,8,7,7,3.5,NA,10,0,"7","7","7","1","6"
"2022_general1","gotv_2022_prolific_within_s259",4.75,3.4,3,2,3,4,4.33333333333333,1.5,NA,4,0,"6","5","2","1","2"
"2022_general2","gotv_2022_prolific_between_s001",4.75,NA,NA,4,6,4,5,3.5,NA,NA,0,"6","4","5","4","3"
"2022_general2","gotv_2022_prolific_between_s002",7,NA,NA,4,8,7,4.33333333333333,1,NA,NA,0,"7","3","3","1","1"
"2022_general2","gotv_2022_prolific_between_s003",6,NA,NA,3,8,7,4.33333333333333,5,NA,NA,1,"5","5","3","5","5"
"2022_general2","gotv_2022_prolific_between_s004",4.625,NA,NA,2,8,7,4,3.5,NA,NA,0,"6","4","2","4","3"
"2022_general2","gotv_2022_prolific_between_s005",4.75,NA,NA,3,8,6,3.33333333333333,2,NA,NA,0,"5","4","1","1","3"
"2022_general2","gotv_2022_prolific_between_s006",6,NA,NA,7,8,7,6.66666666666667,3.5,NA,NA,1,"7","6","7","3","4"
"2022_general2","gotv_2022_prolific_between_s007",6.5,NA,NA,3,8,7,5.33333333333333,4.5,NA,NA,0,"7","5","4","4","5"
"2022_general2","gotv_2022_prolific_between_s008",6.5,NA,NA,3,8,7,2.66666666666667,2,NA,NA,0,"4","3","1","1","3"
"2022_general2","gotv_2022_prolific_between_s009",4.25,NA,NA,3,5,6,4,4,NA,NA,0,"5","5","2","4","4"
"2022_general2","gotv_2022_prolific_between_s010",7,NA,NA,1,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s011",5.875,NA,NA,4,8,7,4.66666666666667,1.5,NA,NA,0,"7","6","1","1","2"
"2022_general2","gotv_2022_prolific_between_s012",6.625,NA,NA,1,8,7,5,2,NA,NA,1,"7","7","1","1","3"
"2022_general2","gotv_2022_prolific_between_s013",5.75,NA,NA,6,7,7,4.33333333333333,1,NA,NA,0,"6","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s014",6,NA,NA,2,8,7,5.66666666666667,3.5,NA,NA,0,"7","7","3","2","5"
"2022_general2","gotv_2022_prolific_between_s015",5.5,NA,NA,4,7,7,5,1,NA,NA,0,"7","5","3","1","1"
"2022_general2","gotv_2022_prolific_between_s016",7,NA,NA,2,8,7,7,5.5,NA,NA,0,"7","7","7","4","7"
"2022_general2","gotv_2022_prolific_between_s017",5.375,NA,NA,1,8,7,5,1.5,NA,NA,0,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s018",3.625,NA,NA,2,8,4,2,3.5,NA,NA,0,"2","2","2","2","5"
"2022_general2","gotv_2022_prolific_between_s019",4.625,NA,NA,4,8,7,5,1,NA,NA,0,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s020",6.75,5,1.6,2,8,7,5,3,NA,NA,1,"7","5","3","1","5"
"2022_general2","gotv_2022_prolific_between_s021",2.875,5,1.8,4,4,4,1,1,NA,NA,0,"1","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s022",2.25,3.4,1.8,5,8,4,1,1,NA,NA,0,"1","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s023",5.375,4,3,2,8,4,4,1,NA,NA,0,"5","5","2","1","1"
"2022_general2","gotv_2022_prolific_between_s024",4.75,5,1.2,4,7,7,5,4,NA,NA,0,"6","6","3","3","5"
"2022_general2","gotv_2022_prolific_between_s025",5.5,4.2,1.6,NA,8,6,2.33333333333333,2.5,NA,NA,0,"3","3","1","1","4"
"2022_general2","gotv_2022_prolific_between_s026",7,4,2.4,1,8,7,6.66666666666667,2.5,NA,NA,1,"7","7","6","2","3"
"2022_general2","gotv_2022_prolific_between_s027",7,4,3.6,1,7,7,7,4,NA,NA,0,"7","7","7","3","5"
"2022_general2","gotv_2022_prolific_between_s028",3.875,3.4,2.2,2,8,7,2.66666666666667,3,NA,NA,0,"3","3","2","3","3"
"2022_general2","gotv_2022_prolific_between_s029",5,3.4,3.6,1,5,6,5,4,NA,NA,0,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s030",3.75,3,1.8,4,5,5,2.33333333333333,1,NA,NA,0,"1","5","1","1","1"
"2022_general2","gotv_2022_prolific_between_s031",4,4,3.6,7,8,7,4,2.5,NA,NA,0,"5","5","2","2","3"
"2022_general2","gotv_2022_prolific_between_s032",1.625,3.6,1.2,6,4,3,1.66666666666667,1,NA,NA,0,"3","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s033",4,3,1.2,1,8,7,4,2,NA,NA,0,"5","5","2","1","3"
"2022_general2","gotv_2022_prolific_between_s034",6,3.8,2,2,8,6,4.33333333333333,2.5,NA,NA,0,"7","5","1","2","3"
"2022_general2","gotv_2022_prolific_between_s035",6.25,4,1,2,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s036",5,4.6,1,6,8,7,5,1,NA,NA,0,"7","6","2","1","1"
"2022_general2","gotv_2022_prolific_between_s037",6.625,4.2,3.4,2,8,7,4.66666666666667,3.5,NA,NA,0,"6","6","2","1","6"
"2022_general2","gotv_2022_prolific_between_s038",4.75,4.4,1.6,5,8,7,4.66666666666667,3,NA,NA,0,"7","6","1","1","5"
"2022_general2","gotv_2022_prolific_between_s039",4.125,5,1,2,8,6,4.66666666666667,3.5,NA,NA,0,"6","7","1","1","6"
"2022_general2","gotv_2022_prolific_between_s040",2.25,4.2,3,3,8,7,5,1.5,NA,NA,0,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s041",6.875,4,1,6,8,7,4.33333333333333,1,NA,NA,1,"7","5","1","1","1"
"2022_general2","gotv_2022_prolific_between_s042",4.625,3.8,2.6,6,4,4,3,1,NA,NA,0,"5","1","3","1","1"
"2022_general2","gotv_2022_prolific_between_s043",6.5,4.4,2.2,2,8,7,5,4,NA,NA,1,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s044",3.375,3.2,2.2,2,8,7,4.33333333333333,1.5,NA,NA,0,"6","5","2","1","2"
"2022_general2","gotv_2022_prolific_between_s045",5.25,5,1.2,1,8,7,5,3.5,NA,NA,1,"6","6","3","1","6"
"2022_general2","gotv_2022_prolific_between_s046",4,3.4,2.6,1,8,7,3.33333333333333,3,NA,NA,0,"6","3","1","2","4"
"2022_general2","gotv_2022_prolific_between_s047",4.125,3.6,2,1,8,7,4.66666666666667,1,NA,NA,0,"7","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s048",6.75,4.4,2.6,3,8,7,5.66666666666667,3.5,NA,NA,0,"7","6","4","1","6"
"2022_general2","gotv_2022_prolific_between_s049",5.875,4.2,2.2,3,8,7,4,1.5,NA,NA,1,"6","5","1","1","2"
"2022_general2","gotv_2022_prolific_between_s050",6.125,4.6,1.8,5,8,7,4.66666666666667,2,NA,NA,0,"7","6","1","1","3"
"2022_general2","gotv_2022_prolific_between_s051",4.875,4,2.4,2,8,5,3.66666666666667,3,NA,NA,0,"5","5","1","1","5"
"2022_general2","gotv_2022_prolific_between_s052",6.625,5,1,2,8,7,5,4,NA,NA,1,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s053",7,4.8,1.8,7,8,7,7,4,NA,NA,0,"7","7","7","1","7"
"2022_general2","gotv_2022_prolific_between_s054",6.375,3.8,2.2,1,8,7,4,2.5,NA,NA,1,"5","6","1","1","4"
"2022_general2","gotv_2022_prolific_between_s055",7,4.4,2.4,4,8,7,5,1,NA,NA,0,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s056",3.5,3.8,2.4,1,8,7,6.66666666666667,4.5,NA,NA,1,"7","7","6","2","7"
"2022_general2","gotv_2022_prolific_between_s057",5.25,3.4,2.6,NA,8,7,2.66666666666667,3,NA,NA,1,"2","5","1","3","3"
"2022_general2","gotv_2022_prolific_between_s058",6.625,4.2,1.4,7,8,7,5.66666666666667,2,NA,NA,1,"7","7","3","1","3"
"2022_general2","gotv_2022_prolific_between_s059",7,3.8,2,3,8,7,4.66666666666667,2.5,NA,NA,1,"7","5","2","2","3"
"2022_general2","gotv_2022_prolific_between_s060",4,4,1.6,1,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s061",7,4.4,2,3,8,7,5.66666666666667,3,NA,NA,0,"7","7","3","1","5"
"2022_general2","gotv_2022_prolific_between_s062",7,5,1,NA,8,7,7,1,NA,NA,0,"7","7","7","1","1"
"2022_general2","gotv_2022_prolific_between_s063",5.125,4,3,2,3,2,1.33333333333333,2,NA,NA,0,"1","2","1","1","3"
"2022_general2","gotv_2022_prolific_between_s064",6.25,4.4,2.2,1,8,7,5.33333333333333,3.5,NA,NA,1,"7","7","2","1","6"
"2022_general2","gotv_2022_prolific_between_s065",5.5,4.8,1,1,8,7,5,1.5,NA,NA,1,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s066",6.875,5,1.8,1,8,7,5.33333333333333,2,NA,NA,0,"7","7","2","1","3"
"2022_general2","gotv_2022_prolific_between_s067",4.75,4.6,1.8,5,8,7,6,3,NA,NA,0,"7","7","4","1","5"
"2022_general2","gotv_2022_prolific_between_s068",5.25,4,2,4,8,4,2,1.5,NA,NA,0,"2","3","1","1","2"
"2022_general2","gotv_2022_prolific_between_s069",7,4,4,1,8,7,6.33333333333333,6,NA,NA,1,"7","7","5","5","7"
"2022_general2","gotv_2022_prolific_between_s070",6.25,4,1,5,8,7,4.33333333333333,1,NA,NA,0,"7","4","2","1","1"
"2022_general2","gotv_2022_prolific_between_s071",5.25,5,2.2,2,8,7,5.33333333333333,2,NA,NA,1,"7","7","2","1","3"
"2022_general2","gotv_2022_prolific_between_s072",5.125,3.2,3,NA,8,7,5,3,NA,NA,1,"7","7","1","1","5"
"2022_general2","gotv_2022_prolific_between_s073",6.625,4.4,4,1,5,5,2,4,NA,NA,0,"3","2","1","1","7"
"2022_general2","gotv_2022_prolific_between_s074",5.5,3.2,1.8,1,8,7,5,5,NA,NA,1,"7","6","2","5","5"
"2022_general2","gotv_2022_prolific_between_s075",5.375,4.4,3,2,8,7,5,3,NA,NA,0,"7","7","1","1","5"
"2022_general2","gotv_2022_prolific_between_s076",6,4,1,3,8,7,3,1,NA,NA,1,"5","3","1","1","1"
"2022_general2","gotv_2022_prolific_between_s077",5.375,5,3.6,1,8,7,6,4,NA,NA,1,"7","7","4","1","7"
"2022_general2","gotv_2022_prolific_between_s078",5,4.6,1.8,3,8,7,4.66666666666667,2,NA,NA,1,"7","6","1","1","3"
"2022_general2","gotv_2022_prolific_between_s079",2.125,3.2,2.8,4,8,7,2,2,NA,NA,1,"2","2","2","2","2"
"2022_general2","gotv_2022_prolific_between_s080",6,5,2,1,8,7,5.33333333333333,4,NA,NA,1,"7","7","2","1","7"
"2022_general2","gotv_2022_prolific_between_s081",4.5,4,1.6,3,8,5,4.33333333333333,4.5,NA,NA,0,"5","4","4","4","5"
"2022_general2","gotv_2022_prolific_between_s082",4.125,4,4.2,2,7,7,5,3.5,NA,NA,0,"5","5","5","6","1"
"2022_general2","gotv_2022_prolific_between_s083",6.625,5,2.4,2,8,7,5.66666666666667,2,NA,NA,0,"7","7","3","1","3"
"2022_general2","gotv_2022_prolific_between_s084",7,4.4,2,2,1,7,5,1,NA,NA,0,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s085",4.625,4.4,3.6,1,8,7,5.33333333333333,3,NA,NA,1,"7","7","2","1","5"
"2022_general2","gotv_2022_prolific_between_s086",6.875,4,2.4,3,8,7,5.33333333333333,2,NA,NA,1,"6","7","3","1","3"
"2022_general2","gotv_2022_prolific_between_s087",7,5,1.8,1,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s088",5.875,3,1.8,1,7,7,4.66666666666667,2,NA,NA,0,"7","6","1","1","3"
"2022_general2","gotv_2022_prolific_between_s089",4.875,4.8,2.6,3,8,7,6,2,NA,NA,0,"7","6","5","1","3"
"2022_general2","gotv_2022_prolific_between_s090",6,4.4,1,5,8,5,3.66666666666667,1,NA,NA,0,"5","5","1","1","1"
"2022_general2","gotv_2022_prolific_between_s091",4.75,3.6,3,3,8,4,3.33333333333333,2.5,NA,NA,0,"3","5","2","2","3"
"2022_general2","gotv_2022_prolific_between_s092",5.625,4,2.4,2,8,7,5.33333333333333,3,NA,NA,1,"7","6","3","2","4"
"2022_general2","gotv_2022_prolific_between_s093",4,3.8,3,6,8,3,3.33333333333333,1,NA,NA,0,"3","3","4","1","1"
"2022_general2","gotv_2022_prolific_between_s094",3.75,3,2.4,2,5,5,4,2.5,NA,NA,0,"5","4","3","1","4"
"2022_general2","gotv_2022_prolific_between_s095",6.75,4.2,2.2,1,8,7,5,4,NA,NA,1,"7","6","2","1","7"
"2022_general2","gotv_2022_prolific_between_s096",4.75,3.8,2.6,2,8,6,3.33333333333333,1,NA,NA,0,"5","3","2","1","1"
"2022_general2","gotv_2022_prolific_between_s097",1.75,3.6,2.4,2,8,7,2,3.5,NA,NA,0,"3","2","1","4","3"
"2022_general2","gotv_2022_prolific_between_s098",5.25,3,2,3,8,6,3.66666666666667,2,NA,NA,0,"6","4","1","1","3"
"2022_general2","gotv_2022_prolific_between_s099",6,5,1.2,5,8,7,5.66666666666667,2,NA,NA,1,"7","7","3","1","3"
"2022_general2","gotv_2022_prolific_between_s100",5.375,3.8,3,4,3,3,2.33333333333333,3.5,NA,NA,0,"4","2","1","5","2"
"2022_general2","gotv_2022_prolific_between_s101",5.75,4.6,2.2,3,8,7,4.66666666666667,3.5,NA,NA,0,"7","6","1","1","6"
"2022_general2","gotv_2022_prolific_between_s102",6.5,4.6,2,3,8,7,5,4,NA,NA,1,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s103",4.125,2.4,1,1,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s104",6.625,4,3.4,2,7,7,3.66666666666667,5.5,NA,NA,0,"6","4","1","7","4"
"2022_general2","gotv_2022_prolific_between_s105",6,4.4,1.8,3,8,7,5,4,NA,NA,0,"7","7","1","2","6"
"2022_general2","gotv_2022_prolific_between_s106",5,4.6,2.2,4,8,7,5,1.5,NA,NA,1,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s107",5.5,3.8,2.2,5,2,2,3.33333333333333,1,NA,NA,0,"3","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s108",5.25,4.6,3.4,1,8,7,5.33333333333333,4,NA,NA,1,"7","7","2","1","7"
"2022_general2","gotv_2022_prolific_between_s109",6.125,4,2.2,1,8,7,6.33333333333333,2,NA,NA,1,"7","7","5","1","3"
"2022_general2","gotv_2022_prolific_between_s110",4.25,3.2,1.6,4,8,4,3.66666666666667,1.5,NA,NA,0,"5","5","1","1","2"
"2022_general2","gotv_2022_prolific_between_s111",4.25,4.6,1,1,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s112",4.625,4.4,1.2,7,6,7,4.66666666666667,4,NA,NA,0,"6","6","2","3","5"
"2022_general2","gotv_2022_prolific_between_s113",6.625,5,1.8,5,8,7,6.33333333333333,1,NA,NA,0,"7","7","5","1","1"
"2022_general2","gotv_2022_prolific_between_s114",5.375,3.6,2.4,1,7,7,5.33333333333333,4,NA,NA,1,"7","7","2","1","7"
"2022_general2","gotv_2022_prolific_between_s115",6,4.4,1.4,1,8,7,5,2,NA,NA,0,"7","7","1","1","3"
"2022_general2","gotv_2022_prolific_between_s116",3.75,4,1,3,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s117",7,3.6,2.4,1,8,7,4.33333333333333,2,NA,NA,0,"7","4","2","1","3"
"2022_general2","gotv_2022_prolific_between_s118",6.25,4.6,1.8,1,8,7,5,2.5,NA,NA,0,"7","7","1","1","4"
"2022_general2","gotv_2022_prolific_between_s119",6.5,5,5,1,8,7,6.33333333333333,4,NA,NA,1,"7","7","5","1","7"
"2022_general2","gotv_2022_prolific_between_s120",6.625,4.2,2.8,1,8,7,5,2.5,NA,NA,1,"7","7","1","1","4"
"2022_general2","gotv_2022_prolific_between_s121",5,3.6,1.4,4,8,7,3,1,NA,NA,1,"6","2","1","1","1"
"2022_general2","gotv_2022_prolific_between_s122",5.125,4,3,2,8,6,4,4.5,NA,NA,0,"5","5","2","3","6"
"2022_general2","gotv_2022_prolific_between_s123",3,5,1.6,5,8,7,4,1,NA,NA,0,"7","4","1","1","1"
"2022_general2","gotv_2022_prolific_between_s124",3.625,4.2,1.4,3,8,7,4,2,NA,NA,0,"6","5","1","1","3"
"2022_general2","gotv_2022_prolific_between_s125",7,5,1.2,4,7,7,6.66666666666667,3.5,NA,NA,0,"7","7","6","1","6"
"2022_general2","gotv_2022_prolific_between_s126",3.625,2.8,3,4,4,5,4,4.5,NA,NA,0,"3","4","5","4","5"
"2022_general2","gotv_2022_prolific_between_s127",7,4.4,2.8,3,8,7,5.66666666666667,6,NA,NA,1,"7","7","3","5","7"
"2022_general2","gotv_2022_prolific_between_s128",4.625,4,3.4,6,7,7,4.33333333333333,1.5,NA,NA,0,"5","5","3","2","1"
"2022_general2","gotv_2022_prolific_between_s129",6.75,3.4,2.2,1,8,7,4,1.5,NA,NA,1,"7","4","1","1","2"
"2022_general2","gotv_2022_prolific_between_s130",6.125,4.4,2.8,1,8,7,6,3.5,NA,NA,1,"7","6","5","2","5"
"2022_general2","gotv_2022_prolific_between_s131",2.75,5,1.2,1,8,7,3,2.5,NA,NA,0,"3","5","1","1","4"
"2022_general2","gotv_2022_prolific_between_s132",5,3.8,2.6,3,8,7,5,2.5,NA,NA,1,"7","7","1","1","4"
"2022_general2","gotv_2022_prolific_between_s133",5.875,3.8,2.6,3,8,7,6.33333333333333,3.5,NA,NA,0,"7","7","5","3","4"
"2022_general2","gotv_2022_prolific_between_s134",4.875,4,1.4,3,8,7,3.66666666666667,2,NA,NA,1,"7","3","1","1","3"
"2022_general2","gotv_2022_prolific_between_s135",5.5,3.6,2.2,1,8,7,4.33333333333333,3,NA,NA,0,"5","6","2","2","4"
"2022_general2","gotv_2022_prolific_between_s136",6.25,3.6,2.2,7,8,7,4.66666666666667,3.5,NA,NA,0,"7","5","2","1","6"
"2022_general2","gotv_2022_prolific_between_s137",4.125,2.6,2.4,3,8,7,4,1,NA,NA,1,"7","2","3","1","1"
"2022_general2","gotv_2022_prolific_between_s138",6.5,4,2,1,8,7,5,3.5,NA,NA,0,"7","6","2","1","6"
"2022_general2","gotv_2022_prolific_between_s139",5.625,3.8,2.4,3,8,7,5.33333333333333,3.5,NA,NA,1,"7","7","2","1","6"
"2022_general2","gotv_2022_prolific_between_s140",6.875,4.8,2,1,8,7,6.33333333333333,2,NA,NA,1,"7","7","5","1","3"
"2022_general2","gotv_2022_prolific_between_s141",2.875,4.2,2.2,3,8,6,3.33333333333333,2.5,NA,NA,0,"5","2","3","1","4"
"2022_general2","gotv_2022_prolific_between_s142",5,4.4,2.4,1,8,7,4.66666666666667,1,NA,NA,0,"7","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s143",5.25,4.6,3,4,8,7,6.33333333333333,2,NA,NA,0,"7","6","6","1","3"
"2022_general2","gotv_2022_prolific_between_s144",5.5,4,1.8,2,8,7,5,5.5,NA,NA,0,"5","6","4","5","6"
"2022_general2","gotv_2022_prolific_between_s145",5.5,3,3.2,3,8,7,5.66666666666667,4,NA,NA,1,"7","7","3","1","7"
"2022_general2","gotv_2022_prolific_between_s146",5,3.6,2.2,7,8,7,3.66666666666667,3,NA,NA,0,"5","5","1","1","5"
"2022_general2","gotv_2022_prolific_between_s147",6.875,5,2,7,7,7,5,1.5,NA,NA,0,"7","7","1","2","1"
"2022_general2","gotv_2022_prolific_between_s148",7,5,2.4,NA,8,7,5,2,NA,NA,0,"7","7","1","1","3"
"2022_general2","gotv_2022_prolific_between_s149",4.5,4.2,1.8,3,8,7,4.66666666666667,2,NA,NA,1,"7","6","1","1","3"
"2022_general2","gotv_2022_prolific_between_s150",4.875,2,2.2,3,1,7,3.66666666666667,2,NA,NA,0,"7","3","1","1","3"
"2022_general2","gotv_2022_prolific_between_s151",6.375,4.8,1,1,8,7,5.66666666666667,3,NA,NA,0,"7","7","3","1","5"
"2022_general2","gotv_2022_prolific_between_s152",6.375,4.4,2.8,1,8,7,5,3,NA,NA,0,"7","7","1","1","5"
"2022_general2","gotv_2022_prolific_between_s153",5.5,4.4,2.4,1,8,7,5.33333333333333,4,NA,NA,1,"7","7","2","1","7"
"2022_general2","gotv_2022_prolific_between_s154",5,4,1.8,2,8,7,5,2,NA,NA,0,"7","5","3","1","3"
"2022_general2","gotv_2022_prolific_between_s155",3.875,4.2,2,7,8,7,6,4.5,NA,NA,0,"7","7","4","4","5"
"2022_general2","gotv_2022_prolific_between_s156",4.375,3.2,3,1,5,5,4.33333333333333,5,NA,NA,0,"4","5","4","5","5"
"2022_general2","gotv_2022_prolific_between_s157",7,5,1,2,8,7,6.33333333333333,4,NA,NA,1,"7","7","5","3","5"
"2022_general2","gotv_2022_prolific_between_s158",4.875,3.6,3.8,2,8,6,3.66666666666667,3,NA,NA,0,"6","3","2","1","5"
"2022_general2","gotv_2022_prolific_between_s159",5.875,5,2.6,4,6,7,5,1.5,NA,NA,0,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s160",6,4,3,2,8,7,5.33333333333333,3,NA,NA,0,"7","6","3","4","2"
